title,author_name,date,likes,comments,categories_list,type
The complicated world of corporate and cultural alignment,Uma Devi Gopaldass,2018-10-29T21:07:08.847Z,na,na,na,Blog
Future-Proofing Your Career,Marty Nemko,2018-10-28T00:38:21.344Z,na,na,Careers,Blog
Alex Cora’s team won the World Series. What you can learn from #Coralytics,Josh Bernoff,2018-10-29T17:39:16.760Z,11,11,Coralytics,Blog
The most important lessons I learned during 4 years of project management,Abir,2018-10-27T23:31:22.395Z,2,2,Project Management,Blog
Telling People Your Salary May Make You Squeamish. Here’s Why You Should Do It Anyway,inc. magazine,2018-10-29T13:11:54.939Z,na,na,na,Blog
How to Believe in Yourself When You Don’t Have a Proven Track Record,Shanna A. Hocking,2018-10-27T20:58:53.245Z,1,1,Leadership,Blog
A Career Change After 40 And Being Unemployed For A Long Time,Ellevate Network,2018-10-29T16:51:47.935Z,7,7,Jobs,Blog
Ask Women in Product: How do I establish a compelling value narrative for my product?,Women in Product,2018-10-29T15:01:02.355Z,3,3,Product Management,Blog
Should I Trust My Gut On This Job?,Ellevate Network,2018-10-29T14:43:39.692Z,5,5,Career Change,Blog
Be Yourself…But Not All the Time,Ellevate Network,2018-10-29T13:07:59.102Z,5,5,Startup,Blog
How AI chatbots are revolutionizing the recruitment industry,Pooja Khandelwal,2018-10-29T12:52:09.276Z,51,51,Chatbots,Blog
Minds Do Matter,The Economist,2018-10-29T16:44:11.617Z,na,na,na,Blog
How To Waste People’s Time In The Business World,Eric S Burdon,2018-10-29T12:28:58.943Z,na,na,na,Blog
Engineer to Entrepreneur,Stephanie Slocum,2018-10-29T10:38:09.436Z,104,104,Civil Engineers,Blog
The Nightmare of Valve’s self-organizing “utopia”,Ong Kar Jin,2018-10-27T13:13:16.489Z,175,175,Management,Blog
Slow Learning.,Sara Hooker,2018-10-28T17:25:29.913Z,781,781,Machine Learning,Blog
‘Crunch Culture’ Returns to Forefront of Games Media Following Rockstar Controversy,Brianna Forsyth,2018-10-29T04:30:47.156Z,na,na,na,Blog
The Power of Anti-Goals,Andrew Wilkinson,2017-07-06T08:30:53.873Z,7.2K,7.2K,Investing,Blog
"10 Data Structure, Algorithms, and Programming Courses to Crack Any Coding Interview",javinpaul,2018-10-25T02:21:02.516Z,2.4K,2.4K,Interview,Blog
Looking in the rear view mirror…,Tom Connor,2018-10-28T03:56:53.900Z,60,60,Cognitive Bias,Blog
"What it’s like to be a late diagnosed autistic person looking for a job in Canberra, Australia",Ashlea McKay,2018-10-28T03:27:53.269Z,3,3,Autism,Blog
Hire Smart People and Get Out of Their Way,Jesse Moore,2018-10-27T12:48:08.452Z,183,183,Leadership,Blog
Why Your Team Needs Conflict and How to Make It Productive,John Estafanous,2018-10-27T11:32:14.051Z,24,24,Management,Blog
The real reason I left primary school teaching: My search for true vocation,Jacquie Dunbar,2018-10-28T07:25:33.683Z,na,na,na,Blog
Building Amazing Development Teams,Dan Jackson,2018-10-27T21:45:22.925Z,na,na,na,Blog
Why Moving On Has To Be Like This?,Tarun Kohli,2018-10-27T05:58:30.031Z,na,na,na,Blog
"What would you still do, even if you’re likely to fail?",Sarah Firth,2018-02-13T23:46:01.538Z,190,190,Life Lessons,Blog
How to Network With Confidence,Dave Newell,2018-10-26T20:50:11.061Z,na,na,na,Blog
3 Ways AI Simplifies Workforce Management And Improves Team Morale,Peter Swaniker,2018-10-18T16:05:37.230Z,18,18,Artificial Intelligence,Blog
How to Nail the Tricky Interview Questions,Maven Recruiting Group,2018-10-24T20:47:58.274Z,8,8,Interview,Blog
How To Manage Uncertainties At Work,Fernand Wong,2018-10-24T17:39:16.473Z,24,24,Leadership,Blog
Will My Finance Job Be Stolen by a Robot?,Teampay,2018-09-25T19:45:39.000Z,14,14,Artificial Intelligence,Blog
Escape Velocity and Why It Matters for Your Career,Matt Tanner,2018-10-26T14:31:11.540Z,72,72,Science,Blog
Why You Don’t Need the ‘Perfect’ Job Right After College,Matthew Biggins,2018-10-26T12:39:23.830Z,66,66,Startup,Blog
"My Baby Won’t Sleep. Help Me AI, You’re My Only Hope.",Elizabeth Preston,2018-10-18T20:03:23.886Z,365,365,Sleep,Blog
Should a Self-Driving Car Kill the Baby or the Grandma? Depends on Where You’re From,MIT Technology Review,2018-10-29T22:14:12.857Z,na,na,na,Blog
A.I. Is Helping Scientists Predict When and Where the Next Big Earthquake Will Be,The New York Times,2018-10-29T21:50:55.416Z,na,na,na,Blog
Teaching AI to play Flappy Bird with Unity,Adam Streck,2018-10-27T19:15:34.314Z,57,57,Reinforcement Learning,Blog
The State of Elderly Care Products and How AI Can Revolutionize Aging,Christopher Dossman,2018-10-29T13:01:01.796Z,na,na,AI,Blog
The herd instinct may become a virtual reality,Danielle O'Neal,2018-10-29T12:24:25.092Z,na,na,Agriculture,Blog
The Race For Robot Clairvoyance,Oliver Mitchell,2018-10-29T12:06:52.659Z,17,17,Self Driving Cars,Blog
How AI chatbots are revolutionizing the recruitment industry,Pooja Khandelwal,2018-10-29T12:52:09.276Z,51,51,Chatbots,Blog
AI’s and algorithms still can’t beat humans in a fundamental analysis: Alex Frino,Shiwen Yap,2018-10-29T01:01:01.912Z,na,na,Capital Markets,Blog
How to Engineer Your Way Out of Slow Models,Yoel Zeldes,2018-10-28T15:04:24.000Z,na,na,na,Blog
Slow Learning.,Sara Hooker,2018-10-28T17:25:29.913Z,781,781,Machine Learning,Blog
Self Learning AI-Agents Part II: Deep Q-Learning,Artem Oppermann,2018-10-28T15:05:16.206Z,257,257,Deep Learning,Blog
The End-to-End False Dichotomy,Vincent Vanhoucke,2018-10-28T08:38:19.689Z,na,na,Machine Learning,Blog
The 5 Basic Statistics Concepts Data Scientists Need to Know,George Seif,2018-10-22T02:17:34.099Z,5.8K,5.8K,Data Science,Blog
4 Things You Need To Know About Big Data And Artificial Intelligence,Greg Satell,2018-10-28T11:43:08.931Z,81,81,Artificial Intelligence,Blog
How to Bootstrap Complex Skills with Unknown Rewards,Carlos E. Perez,2018-10-27T22:48:29.329Z,na,na,na,Blog
3 simple reasons why AI will not rule man… yet,Lance Ng,2018-10-27T09:21:02.708Z,na,na,na,Blog
3 Ways AI Simplifies Workforce Management And Improves Team Morale,Peter Swaniker,2018-10-18T16:05:37.230Z,18,18,Artificial Intelligence,Blog
AI could provide solutions for climate change,Deena Zaidi,2018-10-26T16:38:51.719Z,109,109,Climate Change,Blog
The future is female but it sure is terrible in many ways,Alyse Sue,2018-10-24T19:54:16.407Z,77,77,Artificial Intelligence,Blog
Will My Finance Job Be Stolen by a Robot?,Teampay,2018-09-25T19:45:39.000Z,14,14,Artificial Intelligence,Blog
What Will a Robotic World Look Like?,Tony Deller,2018-10-26T14:38:20.651Z,na,na,na,Blog
How I learned to stop worrying and love AI ,Lauren Ellis,2018-10-24T16:31:03.964Z,183,183,Artificial Intelligence,Blog
Enter PyML,Jesus Rodriguez,2018-10-26T12:18:52.669Z,350,350,Machine Learning,Blog
Think Paris 2018: when AI reinvents business and management,Timothee Barriere,2018-10-26T10:04:45.488Z,2,2,Artificial Intelligence,Blog
Interoperability,Megan E. Holstein,2018-10-26T01:59:19.486Z,94,94,Healthcare,Blog
Little AI,David Young,2018-10-23T20:00:36.755Z,48,48,Artificial Intelligence,Blog
5 Challenges for Developing Mobile Apps with AI & Machine Learning Capabilities,Manjunath M,2018-10-25T17:22:33.936Z,72,72,Mobile App Development,Blog
Amazon Tried to Sell ICE Its Faulty Facial Recognition Tech,ExtremeTech,2018-10-25T11:30:49.000Z,14,14,Privacy,Blog
AI creates ART as well as it plays Super Mario?,Dmitry Konovalov,2018-10-23T17:56:04.669Z,67,67,Artificial Intelligence,Blog
AI Series: Deep into Deep Learning (Light version),Michele Vaccaro,2018-10-25T15:15:48.148Z,58,58,Artificial Intelligence,Blog
How artificial intelligence can detect — and create — fake news,Asset Management Matters,2018-10-23T06:06:28.397Z,7,7,Artificial Intelligence,Blog
Demystifying Convolutional Neural Networks,Ravindra Parmar,2018-10-24T21:31:01.081Z,132,132,Machine Learning,Blog
Lessons Learned from Applying Deep Learning for NLP Without Big Data,yonatan hadar,2018-10-24T19:31:34.659Z,780,780,Machine Learning,Blog
Differentiating Artificial Intelligence Buzz,Luis Bermudez,2018-10-22T19:26:42.726Z,47,47,Machine Learning,Blog
"People, Not Robots: Bringing the Humanity Back to Customer Support",Kristin Aardsma,2018-10-24T16:29:00.730Z,823,823,Customer Service,Blog
Why Decentralization Matters,na,18-Feb,,,na,Blog
Whale Watching,BarclayJames,2018-10-29T21:27:10.471Z,na,na,Bitcoin,Blog
The cryptocurrency and blockchain revolution is coming,Token Meister,2018-10-29T17:23:35.690Z,1,1,Blockchain,Blog
Will Blockchain Assist the Search for Renewable Energy Solutions?,Sadie Williamson,2018-10-29T15:18:08.191Z,1,1,Energy,Blog
Stop Procrastinating: “Decentralization” is Coming!,Erik P.M. Vermeulen,2018-10-28T13:02:24.397Z,504,504,Business,Blog
Satoshi’s 2nd Gift — “Part 2” : Guide for Newbies,BobTheGrownUp,2018-10-29T06:01:02.677Z,6,6,Blockchain,Blog
How Can Blockchain Boost The Development Of Smart Cities?,Tom Zilavy,2018-10-29T13:31:01.221Z,na,na,na,Blog
Where does the money go for blockchain investments?,Fan Wen,2018-10-28T18:29:38.165Z,70,70,Venture Capital,Blog
What To Do With All This Data?,Sal Miah,2018-10-27T10:29:00.034Z,225,225,Cryptocurrency,Blog
The Basics,Zain Admani,2018-10-25T00:17:24.665Z,105,105,Blockchain,Blog
What Value Does Lisk (LSK) Have?,Market Mad House,2018-10-26T20:55:21.204Z,15,15,Blockchain,Blog
the bumpy ride to blockchain adoption,LTO Network,2018-10-26T17:12:27.883Z,293,293,Adoption,Blog
The Top Blockchain Trends Conference Organizers Should Be Focusing On For The Coming Year,Sam Radocchia,2018-10-26T16:08:00.402Z,169,169,Blockchain,Blog
Can Blockchain Help Us Become Carbon Neutral?,Mina Down,2018-10-26T16:52:11.161Z,225,225,Climate Change,Blog
The “Blockchain Facebook” is Off to a Rocky Start,Mike Newbry,2018-10-24T16:47:49.651Z,14,14,Blockchain,Blog
Blockchain Applications in Telecommunication,Piotr Jurowiec,2018-10-26T07:54:41.830Z,4.98K,4.98K,Blockchain,Blog
Why Decentralization Matters,na,18-Feb,,,na,Blog
Smart contracts and immutability: a misunderstanding?,Alex Kampa,2018-10-23T21:07:46.920Z,9,9,Blockchain,Blog
"Ewald Hesse, Energy Web Foundation",Norbert Gehrke,2018-10-25T11:17:27.336Z,67,67,Blockchain,Blog
Tokenomics Is the Study of Token Prospects,Aleksei Antonov,2018-10-23T12:18:40.084Z,93,93,Blockchain,Blog
Infosys Finacle and R3 to Collaborate on Blockchain Solutions,Arjun G,2018-10-25T01:09:07.117Z,24,24,Blockchain,Blog
Blockchain And Real Estate: Will It Work?,Leax Foundation - Leaxcoin (LEAX),2018-10-22T23:44:31.042Z,28,28,Blockchain,Blog
What is the best business response to blockchain?,TTM Agency,2018-10-24T15:49:52.109Z,30,30,Innovation,Blog
A closer look at three blockchain phones,Menno van Ginkel,2018-10-24T14:20:45.522Z,146,146,Blockchain,Blog
Does the future of tokens belong to securities?,Alex Stargame,2018-10-24T14:57:35.956Z,16,16,Blockchain,Blog
Implementing Blockchain and Cryptocurrency with PoW consensus algorithm Part — 1,Kashish Khullar,2018-10-24T14:02:12.763Z,255,255,Bitcoin,Blog
What is Backing Bitcoin?,WattWatt,2018-10-22T16:01:52.789Z,188,188,Finance,Blog
Fighting Fakes With Blockchain: How To Make Anti-Counterfeiting Effective For Luxury Goods,Sam Radocchia,2018-10-24T13:33:39.706Z,32,32,Luxury,Blog
Crypto’s Secret Sauce,Mark D'Aria,2018-10-21T18:47:58.000Z,196,196,Blockchain,Blog
Decentralized or Centralized: Why Not Hybrid?,Tal Be'ery,2018-10-24T10:52:40.396Z,162,162,Blockchain,Blog
Questioning the Obsession with Blockchains and On-Chain Governance with Nic Carter,Peter McCormack,2018-10-24T09:01:48.948Z,69,69,Blockchain,Blog
Signaling on FOAM,Ryan John King,2018-10-24T01:08:50.638Z,201,201,Blockchain,Blog
"If the Public Blockchain Knows Your Password, Why Can’t the Public Know Your Password?",Gregory Snelgar,2018-10-20T07:26:45.045Z,na,na,na,Blog
Secure Custody of Crypto Assets: Myth or Reality?,Oz Mishli,2018-10-22T11:01:06.665Z,73,73,Cryptocurrency,Blog
How Blockchain And Virtual Reality Can Crack Up E-commerce In Africa,WeeTracker,2018-10-22T11:45:45.325Z,23,23,Virtual Reality,Blog
The Future of Blockchain Assets,Federico Tenga,2018-10-22T10:52:28.579Z,205,205,Bitcoin,Blog
Why Decentralization Matters,na,18-Feb,,,na,Blog
Whale Watching,BarclayJames,2018-10-29T21:27:10.471Z,na,na,Bitcoin,Blog
"Do not trust, verify",Julien Genestoux,2018-10-29T20:30:28.333Z,65,65,Blockchain,Blog
"Episode #50: 🐟 “If Vitalik is a 9/10, I’m a 2/10” — An Interview With The New Yorker’s Nick Paumgarten",na,a few hours ago,,,na,Blog
Security Token Offerings — STOs are the new ICOs,Michael K. Spencer,2018-05-10T01:01:00.853Z,na,na,na,Blog
The cryptocurrency and blockchain revolution is coming,Token Meister,2018-10-29T17:23:35.690Z,1,1,Blockchain,Blog
Ethereum could have bottomed out. Will BTC now take the beating?,CryptalDash,2018-10-29T07:41:55.971Z,3,3,Ethereum,Blog
Satoshi’s 2nd Gift — “Part 2” : Guide for Newbies,BobTheGrownUp,2018-10-29T06:01:02.677Z,6,6,Blockchain,Blog
Cryptocurrency Mining Equipment Makers — How much for an IPO?,Patrick Tan,2018-10-29T01:46:06.013Z,1,1,Bitcoin,Blog
Limited Edition Tokens,Matt Lockyer,2018-10-28T23:27:23.733Z,186,186,Blockchain,Blog
Using Google Instant to determine Crypto Retail User Sentiment,Patrick Singson,2018-10-29T10:18:57.619Z,na,na,na,Blog
Where does the money go for blockchain investments?,Fan Wen,2018-10-28T18:29:38.165Z,70,70,Venture Capital,Blog
Myths of permission-less,Craig Wright (Bitcoin is BCH without WHC),2018-10-28T13:10:05.441Z,137,137,Blockchain,Blog
Coinbase is on a Pre IPO Firing Spree,Michael K. Spencer,2018-10-28T12:01:01.896Z,na,na,na,Blog
"$300 Million was Moved Using Skipjack With $0.3 Fee, True Potential of Encrypcurrency",Professor Dr Sir Mike Irvan,2018-10-28T04:40:57.404Z,61,61,na,Blog
Burning and why it matters that it is stopped,Craig Wright (Bitcoin is BCH without WHC),2018-10-27T10:27:23.743Z,326,326,Bitcoin,Blog
Planting Bitcoin — Season (2/4),Dan Held,2018-10-27T15:02:21.024Z,457,457,Economics,Blog
The Basics,Zain Admani,2018-10-25T00:17:24.665Z,105,105,Blockchain,Blog
The Ethereum Blockchain and ERC20 Tokens: Technical Challenges and Solutions for 2019 and Beyond,Delton Rhodes,2018-10-24T23:00:32.882Z,230,230,Blockchain,Blog
What Value Does Lisk (LSK) Have?,Market Mad House,2018-10-26T20:55:21.204Z,15,15,Blockchain,Blog
The Early Evolution of Art On The Blockchain — Part 1,nathan,2018-10-24T21:16:52.360Z,91,91,Bitcoin,Blog
The Top Blockchain Trends Conference Organizers Should Be Focusing On For The Coming Year,Sam Radocchia,2018-10-26T16:08:00.402Z,169,169,Blockchain,Blog
On the User Base of Decentralized Exchanges,Danning Sui,2018-10-24T16:13:20.095Z,438,438,Blockchain,Blog
Security Token Offerings — The New Kids on the Block(chain),Alex Miningham,2018-10-24T16:29:12.041Z,279,279,Blockchain,Blog
What’s All the Hype About Stablecoins?,Hope Freiheit,2018-10-24T11:02:14.000Z,20,20,Bitcoin,Blog
Why Bitcoin is the best currency to invest in,Token Meister,2018-10-26T12:50:43.715Z,2,2,Bitcoin,Blog
Is Classic Coming?,James Hunt,2018-10-26T12:46:27.264Z,na,na,na,Blog
Bibox Token (BIX): Overvalued?,Jonathan Solomon Hababou,2018-10-26T12:45:27.104Z,na,na,na,Blog
IOTA and Freedom,Serguei Popov,2018-10-26T08:26:03.631Z,2.5K,2.5K,Node Behavior,Blog
What Fast Times at Ridgemont High Can Teach Us about Cryptocurrency Regulation,Cryptoweek,2018-10-26T00:31:01.660Z,65,65,Blockchain,Blog
"Pop, Goes The Crypto-Bubble. And Then, It Sprouts Again.",Hansel,2018-10-25T18:31:02.828Z,194,194,Bitcoin,Blog
Why Decentralization Matters,na,18-Feb,,,na,Blog
Can Cryptocurrency Improve Our Relationship with Money?,Asgardia.space,2018-10-25T15:16:08.768Z,101,101,Bitcoin,Blog
Ethereum’s “Difficulty Bomb” Delays,Michael K. Spencer,2018-10-25T13:01:03.021Z,na,na,na,Blog
Stalling Mass Adoption: Cryptocurrency exchanges need to step up,CoinStruction,2018-10-23T15:55:05.641Z,143,143,Blockchain,Blog
Best jurisdictions for creating security tokens,Tony Simonovsky,2018-10-25T09:16:02.504Z,104,104,Blockchain,Blog
Why the NSA Called Me After Midnight and Requested My Source Code,Peter Avritch,2018-10-24T04:47:40.941Z,13K,13K,Security,Blog
Password Cracker - Generating Passwords with Recurrent Neural Networks (LSTMs)🔑🔓,Greg Surma,2018-10-29T13:23:57.817Z,82,82,Machine Learning,Blog
Why you need a password manager,NerdOfLinux,2018-10-29T11:00:00.000Z,na,na,Security,Blog
A Busy Week for Data Privacy,lawless.tech,2018-10-28T17:45:27.585Z,1,1,Privacy,Blog
Bounty Write-up (HTB),George O,2018-10-27T18:03:31.516Z,10,10,George Omnet,Blog
Online Tracking As Fast As Possible,Joseph,2018-10-28T00:23:15.363Z,na,na,na,Blog
Are Apps Tracking You Even After You Uninstall Them?,Citizen Truth Staff,2018-10-26T17:59:06.958Z,120,120,App Developers,Blog
Why I Love Password Managers,SheHacksPurple,2018-10-26T17:07:57.123Z,143,143,Security,Blog
Should Your Employer Have Access to Your Health Data?,TLGG Consulting,2018-10-26T17:30:35.352Z,12,12,Wearables,Blog
Army of 01101111: The Making of a Cyber Battalion,WIRED,2018-10-26T16:36:04.034Z,na,na,na,Blog
Do You Want Cameras Everywhere Inside Your House? There Must be a Better Way of Doing Home Security,inc. magazine,2018-10-25T13:11:41.171Z,na,na,na,Blog
"SQL at Scale with Apache Spark SQL and DataFrames — Concepts, Architecture and Examples",Dipanjan (DJ) Sarkar,2018-10-25T14:27:24.856Z,566,566,Big Data,Blog
Good Security Protects Us From Ourselves,Jim Katzaman - Get Debt-Free One Family at a Time,2018-10-24T17:08:55.000Z,4,4,Privacy,Blog
How to spot a phishing email?,Sreeram Meka,2018-10-25T12:42:34.706Z,na,na,na,Blog
The Deauthentication Attack,Packt_Pub,2018-10-25T07:21:00.087Z,29,29,Python,Blog
"OK Google, we need to talk about privacy",Owen Williams,2018-10-24T10:28:00.000Z,157,157,Privacy,Blog
Data Security: How to Keep Your Customers’ Information Safe,Eric L. Mitchell,2018-10-24T22:15:32.196Z,3,3,Security,Blog
ESNI & DNS over HTTPS will change networking — here is why.,Yiannis Yiakoumis,2018-10-22T23:38:17.681Z,64,64,Privacy,Blog
Three Big Battlegrounds in the Coming War Over National Privacy Legislation,ACLU National,2018-10-24T14:01:20.720Z,106,106,Privacy,Blog
This is why Rudy Giuliani is in Armenia right now.,Portlus Glam,2018-10-24T06:00:43.771Z,69,69,Russia,Blog
Why the NSA Called Me After Midnight and Requested My Source Code,Peter Avritch,2018-10-24T04:47:40.941Z,13K,13K,Security,Blog
Secure Custody of Crypto Assets: Myth or Reality?,Oz Mishli,2018-10-22T11:01:06.665Z,73,73,Cryptocurrency,Blog
How to painlessly remember your passwords,Krasimir Vatchinsky,2018-10-23T23:21:13.453Z,70,70,Security,Blog
The End of Passwords is Nigh,"CloudMosa, Inc.",2018-10-23T21:39:30.826Z,57,57,Security,Blog
How to Protect Yourself and Increase Your Online Security Forever,Davy Jones,2018-10-22T03:32:03.888Z,52,52,Privacy,Blog
How the TSA’s Facial Recognition Plan Will Go Far Beyond the Airport,ACLU National,2018-10-23T16:52:31.574Z,113,113,Travel,Blog
Why It’s So Hard to Punish Companies for Data Breaches,New York Times Opinion,2018-10-23T18:10:39.293Z,na,na,na,Blog
CVE-2018–8414: A Case Study in Responsible Disclosure,Matt Nelson,2018-10-23T15:03:48.000Z,155,155,Security,Blog
Explain SSL Pinning with simple codes,Zhang QiChuan,2018-10-23T15:49:53.005Z,6,6,Security,Blog
Cryptocurrency Clipboard Hijacker Discovered in PyPI Repository,Bertus,2018-10-21T00:00:00.000Z,46,46,Python,Blog
"Pushing Left, Like a Boss: Part 1",SheHacksPurple,2018-07-08T15:05:01.803Z,384,384,Security,Blog
Quantum Computers Will Break the Encryption That Protects the Internet,The Economist,2018-10-22T23:00:00.000Z,na,na,na,Blog
VPN’s do NOT magically make you untraceable,NerdOfLinux,2018-10-22T11:00:00.000Z,57,57,VPN,Blog
3 Ways to Keep Your RDS Instances Secure,Riley Smith,2018-10-20T18:11:52.644Z,73,73,AWS,Blog
I Know What You Did Last Summer — Dark Web Extortion,Jim Mitchell,2018-10-20T17:40:15.258Z,19,19,Security,Blog
Facebook’s Challenges Are Much Bigger Than Cambridge Analytica,Beth Kindig,2018-10-22T04:52:20.258Z,na,na,Privacy,Blog
What voter files can tell us about trends in party registration,Brad Jones,2018-10-22T17:30:17.224Z,30,30,Politics,Blog
The classical linear regression model is good. Why do we need regularization?,Grace Zhang,2018-10-28T05:21:41.153Z,12,12,Machine Learning,Blog
"Analyzing the Frieze London 2018 art fair, Part 1",Vishal Kumar,2018-10-29T19:18:50.300Z,156,156,Twitter,Blog
Flight Departure Delay Prediction,Anusheela Banik,2018-10-27T21:26:05.936Z,50,50,Predictive Analytics,Blog
Using Forest-based Classification & Regression in GIS to Model and Estimate House Values,Alberto Nieto,2018-10-27T19:41:12.374Z,na,na,Machine Learning,Blog
Password Cracker - Generating Passwords with Recurrent Neural Networks (LSTMs)🔑🔓,Greg Surma,2018-10-29T13:23:57.817Z,82,82,Machine Learning,Blog
Finding Similar Quora Questions with Word2Vec and Xgboost,Susan Li,2018-10-29T08:40:28.805Z,291,291,Data Science,Blog
Unfolding Maps tutorial — Visualizing Live EarthQuake Data.,Gajesh Bhat,2018-10-29T14:09:36.883Z,12,12,Unfolding Map,Blog
Using ggplot to plot pie charts on a geographical map,Joshua Kim,2018-10-25T21:40:29.000Z,2,2,Data Visualization,Blog
How to Engineer Your Way Out of Slow Models,Yoel Zeldes,2018-10-28T15:04:24.000Z,10,10,Machine Learning,Blog
10 Free Data Visualization Tools,PCMag,2018-10-29T13:41:32.533Z,na,na,na,Blog
Slow Learning.,Sara Hooker,2018-10-28T17:25:29.913Z,781,781,Machine Learning,Blog
London’s Housing Market Analysis - Part 1,Ashkan Tousi,2018-10-28T17:46:29.209Z,80,80,Data Science,Blog
Neural networks fudging the numbers,Assaad MOAWAD,2018-10-29T08:51:09.859Z,na,na,na,Blog
Introduction to Neural Networks for Finance,Vivek Palaniappan,2018-10-29T05:35:23.142Z,na,na,na,Blog
Implementation of Gradient Descent in Python,Deepak Battini,2018-09-27T11:04:33.676Z,na,na,na,Blog
Why random forests outperform decision trees,Houtao Deng,2018-10-28T05:28:22.631Z,36,36,Machine Learning,Blog
Activity Recognition using Smartphones — Machine Learning application,Karan Bhanot,2018-10-28T02:30:56.541Z,70,70,Machine Learning,Blog
The Last 10%: Using Data Science to Save Parvo Puppies in Animal Shelters,Kevin Horecka,2018-10-28T00:54:48.655Z,57,57,Dogs,Blog
The Data Science of K-Pop: Understanding BTS through data and A.I.,Haebichan Jung,2018-10-27T19:13:52.792Z,529,529,Machine Learning,Blog
Review: FSRCNN (Super Resolution),SH Tsang,2018-10-27T12:07:53.140Z,19,19,Machine Learning,Blog
Forecasting Interest Rates: Setting The Scene,Farhad Malik,2018-10-27T17:29:29.458Z,na,na,na,Blog
The Difference Between Theory and Theorem and What It Tells Us About Data ‘Science’,Daniel DeMarco,2018-10-27T07:58:04.077Z,na,na,na,Blog
My Weaknesses as a Data Scientist,William Koehrsen,2018-10-26T20:31:54.719Z,1K,1K,Data Science,Blog
Suspicious Packages Spotlight Vast Postal Surveillance System,Fast Company,2018-10-26T00:00:00.000Z,na,na,na,Blog
Introduction to Linear Regression in Python,Lorraine Li,2018-10-24T19:51:49.679Z,68,68,Linear Regression,Blog
How to Setup Your JupyterLab Project Environment,Frank Zickert,2018-10-19T21:40:04.448Z,98,98,Jupyterlab,Blog
The Concave Hull,João Paulo Figueira,2018-10-26T15:51:09.137Z,35,35,Machine Learning,Blog
Introducing DAX — Data Analysis Expressions,Sharad Vijalapuram,2018-10-26T15:51:56.040Z,34,34,Dax,Blog
On the User Base of Decentralized Exchanges,Danning Sui,2018-10-24T16:13:20.095Z,438,438,Blockchain,Blog
How to analyze “Learning”: Short tour of Computational Learning Theory,Tirthajyoti Sarkar,2018-10-26T13:10:56.137Z,95,95,Machine Learning,Blog
LA Metro Bike Share Data Part 2—Quadratic Optimization with SciPy,Finn Qiao,2018-10-26T13:11:00.392Z,62,62,Python,Blog
How to (quickly) Build a Tensorflow Training Pipeline,Uri Merhav,2018-10-26T00:43:36.217Z,65,65,TensorFlow,Blog
What is Benford’s Law and why is it important for data science?,Tirthajyoti Sarkar,2018-10-25T20:18:37.101Z,na,na,na,Blog
Why FiveThirtyEight doesn’t beat prediction markets,David Sumpter,2018-10-25T17:53:15.204Z,54,54,Politics,Blog
Multi-Class Text Classification with SKlearn and NLTK in python| A Software Engineering Use Case,Nasir Safdari,2018-10-25T17:17:13.482Z,16,16,Machine Learning,Blog
"How to Configure Your iPhone to Work for You, Not Against You",Coach Tony,2018-10-15T13:08:09.420Z,na,na,na,Blog
Technology is a Tool. We Need to Become More Aware of That When we Upgrade.,Manuel Vonau,2018-10-29T18:21:01.625Z,na,na,na,Blog
A Few Thoughts on Apple Watch Series 4,M.G. Siegler,2018-10-29T06:08:55.560Z,313,313,Apple Watch,Blog
"How to Configure Your iPhone to Work for You, Not Against You",Coach Tony,2018-10-15T13:08:09.420Z,na,na,na,Blog
What USB-C Means for the New iPad,Phillip East II,2018-10-27T23:21:08.462Z,69,69,Apple,Blog
Fitness Fanatics are throwing out their Fitbits,RichCanadian,2018-10-27T22:00:13.801Z,na,na,na,Blog
Samsung Galaxy Book2 is a Battery Life Champ,Lance Ulanoff,2018-10-26T12:01:02.609Z,na,na,na,Blog
Smartphone Market Reaches Plateau — What’s Next For Mobile?,Richard Yao,2018-10-25T16:21:31.345Z,88,88,Apple,Blog
Voice Assistants Are Wasted on Phones,PCMag,2018-10-25T13:29:36.324Z,62,62,Virtual Reality,Blog
"Trumpet, Powered by The Web",Uri Shaked,2018-10-24T23:36:14.569Z,217,217,JavaScript,Blog
Job Alert: Facebook’s VP of Common Sense,M.G. Siegler,2018-10-24T23:40:12.095Z,614,614,Tech,Blog
Symphonium Audio Aurora Review: Bitter Sweet Symphony,Aaron,2018-10-24T18:23:27.867Z,na,na,Music,Blog
"Our IoT journey through ESP8266, Firebase, Angular and Plotly.js. Part 1",Olivier LOURME,2018-08-09T12:26:46.668Z,453,453,Arduino,Blog
"Our IoT journey through ESP8266, Firebase, Angular and Plotly.js. Part 2",Olivier LOURME,2018-10-22T20:31:21.732Z,132,132,Typescript,Blog
A closer look at three blockchain phones,Menno van Ginkel,2018-10-24T14:20:45.522Z,146,146,Blockchain,Blog
3 Rules Apple Has Forgotten About Design,Magnani,2018-10-24T14:59:49.648Z,133,133,Apple,Blog
"This Thermometer Tells Your Temperature, Then Tells Firms Where to Advertise",The New York Times,2018-10-24T16:34:38.123Z,na,na,na,Blog
Are You Ready to Try Again with Smart Glasses?,Lance Ulanoff,2018-10-23T13:01:03.174Z,na,na,na,Blog
A Definitive Review of the iPhone XR,na,23-Oct,,,na,Blog
Designing 3D Printable Mechanisms in OpenSCAD,Uri Shaked,2018-10-22T22:44:18.660Z,68,68,Technology,Blog
